City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Moron,AR,-34.6534,-58.6198,71.35,68,100,12.46,overcast clouds
347,Chara,RU,56.9064,118.2631,-11.72,79,3,1.63,clear sky
348,Ilulissat,GL,69.2167,-51.1,23.02,63,100,13.8,overcast clouds
349,Labuhan,ID,-6.8844,112.2051,79.59,77,100,9.78,light rain
350,Lensk,RU,60.7253,114.9278,3.79,91,99,7.47,overcast clouds
351,Wegrow,PL,52.3995,22.0163,32.13,92,99,5.97,overcast clouds
352,Somerset East,ZA,-32.7217,25.588,59.22,58,6,6.08,clear sky
353,Waitati,NZ,-45.75,170.5667,63.63,54,8,8.79,clear sky
354,Seoul,KR,37.5683,126.9778,40.44,65,0,2.3,clear sky
355,Tondano,ID,1.3038,124.9112,78.89,65,83,1.03,broken clouds
356,Baruun-Urt,MN,46.6806,113.2792,13.8,94,33,8.63,scattered clouds
357,Hamilton,US,39.1834,-84.5333,45.79,68,90,0.0,overcast clouds
358,Eyl,SO,7.9803,49.8164,77.49,80,39,12.01,scattered clouds
359,Waipawa,NZ,-41.4122,175.5153,61.43,78,100,5.08,overcast clouds
360,Abapo,BO,-18.8333,-63.4667,72.01,68,8,3.42,clear sky
361,Flinders,AU,-34.5833,150.8552,61.3,79,96,11.81,overcast clouds
362,Mercedes,AR,-34.6515,-59.4307,69.48,62,100,11.7,light rain
363,Cabedelo,BR,-6.9811,-34.8339,81.27,75,36,11.68,scattered clouds
364,Nortelandia,BR,-14.4547,-56.8028,76.64,81,100,4.05,overcast clouds
365,Lamar,US,33.6668,-95.5836,50.16,93,90,5.75,overcast clouds
366,Bucerias,MX,20.75,-105.3333,80.58,74,90,5.75,overcast clouds
367,Nova Era,BR,-19.75,-43.0375,63.99,98,98,1.97,overcast clouds
368,Ust-Barguzin,RU,53.45,108.9833,13.19,83,95,0.72,overcast clouds
369,Astoria,US,46.1879,-123.8313,55.29,94,90,18.41,mist
370,Balakhta,RU,55.38,91.6,22.15,94,100,15.97,snow
371,Hanzhong,CN,33.0728,107.0303,48.61,68,77,1.97,broken clouds
372,Muzhi,RU,65.3667,64.6667,-6.54,94,5,5.17,clear sky
373,Boysun,UZ,38.2061,67.1986,41.4,51,100,3.87,overcast clouds
374,Belaya Gora,RU,68.5333,146.4167,-24.43,94,100,1.05,overcast clouds
375,Kivertsi,UA,50.8343,25.4582,36.72,82,100,5.64,overcast clouds
376,Vestmannaeyjar,IS,63.4427,-20.2734,37.26,80,100,11.7,overcast clouds
377,Vardo,NO,70.3705,31.1107,24.62,77,43,13.49,scattered clouds
378,Turiacu,BR,-1.6633,-45.3717,76.28,88,12,4.32,few clouds
379,Faya,SA,18.3851,42.4509,55.51,51,0,5.73,clear sky
380,Sirjan,IR,29.452,55.6814,50.9,48,0,3.27,clear sky
381,Chilca,PE,-12.5211,-76.7372,66.36,89,91,6.02,overcast clouds
382,Pindi Gheb,PK,33.2402,72.2661,58.68,36,100,4.14,overcast clouds
383,Yuancheng,CN,36.652,107.7896,36.41,81,7,3.27,clear sky
384,Partanna,IT,37.7278,12.8885,56.5,76,100,11.34,overcast clouds
385,Thoen,TH,17.6129,99.2161,71.4,91,69,2.13,broken clouds
386,Kulhudhuffushi,MV,6.6221,73.07,80.42,79,100,11.14,overcast clouds
387,Tura,IN,25.5198,90.2201,58.98,74,38,3.13,scattered clouds
388,Boa Vista,BR,2.8197,-60.6733,82.38,74,75,6.91,broken clouds
389,Hirtshals,DK,57.5881,9.9592,35.42,97,100,15.32,overcast clouds
390,Ust-Shonosha,RU,61.1531,41.343,22.66,95,100,10.07,snow
391,Lahat,ID,-3.8,103.5333,73.33,73,100,2.19,light rain
392,Turukhansk,RU,65.8167,87.9833,2.98,95,100,12.3,light snow
393,Pendra,IN,22.7667,81.95,52.61,52,100,2.19,overcast clouds
394,Puerto Leguizamo,CO,-0.1934,-74.7819,76.57,76,95,2.35,light rain
395,Meadow Lake,US,34.8014,-106.5436,49.48,32,0,4.61,clear sky
396,Lincoln,US,40.8,-96.667,50.38,53,1,9.22,clear sky
397,Tera,NE,14.0078,0.7531,78.39,15,6,7.34,clear sky
398,Talnakh,RU,69.4865,88.3972,-0.98,97,100,7.85,overcast clouds
399,Soyo,AO,-6.1349,12.3689,76.33,89,86,3.04,overcast clouds
400,Korla,CN,41.7597,86.1469,27.72,94,96,4.65,overcast clouds
401,Parabel,RU,58.6978,81.4825,27.28,91,98,13.29,overcast clouds
402,Luderitz,NA,-26.6481,15.1594,59.27,86,6,3.83,clear sky
403,Saint-Leu,RE,-21.15,55.2833,76.06,85,78,3.11,light rain
404,Sioux Lookout,CA,50.1001,-91.917,28.78,86,75,6.91,light snow
405,Paita,PE,-5.0892,-81.1144,66.18,83,71,11.21,broken clouds
406,Kenora,CA,49.8167,-94.4337,31.17,64,90,10.36,light snow
407,Pochutla,MX,15.7432,-96.4661,81.45,75,37,3.49,scattered clouds
408,Manggar,ID,-2.8833,108.2667,76.5,86,100,7.61,heavy intensity rain
409,Fairbanks,US,64.8378,-147.7164,-13.04,76,90,0.0,overcast clouds
410,Qandala,SO,11.472,49.8728,77.45,66,13,4.56,few clouds
411,Ulaanbaatar,MN,47.9077,106.8832,8.73,78,75,4.47,broken clouds
412,Maiduguri,NG,11.8464,13.1603,70.84,34,93,7.27,overcast clouds
413,Kapoeta,SS,4.7717,33.5903,78.58,55,48,14.23,light rain
414,Trujillo,PE,-8.116,-79.03,66.52,85,100,7.45,overcast clouds
415,Numan,NG,9.4667,12.0333,74.52,22,22,1.68,few clouds
416,Korba,IN,22.35,82.6833,57.58,50,94,4.32,overcast clouds
417,Hambantota,LK,6.1241,81.1185,78.03,86,100,4.23,overcast clouds
418,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.53,83,30,7.58,scattered clouds
419,Torbay,CA,47.6666,-52.7314,50.77,100,90,11.5,light intensity shower rain
420,General Salgado,BR,-20.6483,-50.3606,74.61,48,0,4.61,clear sky
421,Dawei,MM,14.0833,98.2,73.08,70,90,6.29,overcast clouds
422,San Rafael,AR,-34.6177,-68.3301,61.52,69,17,10.18,few clouds
423,Kristiinankaupunki,FI,62.2743,21.376,22.26,64,100,6.13,overcast clouds
424,Naze,JP,28.3667,129.4833,65.32,58,7,20.29,clear sky
425,Axim,GH,4.8699,-2.2405,78.62,82,66,5.64,broken clouds
426,Shangzhi,CN,45.2167,127.9667,27.99,75,52,8.59,broken clouds
427,Paamiut,GL,61.994,-49.6678,37.49,99,100,12.24,light rain
428,Ardakan,IR,32.31,54.0175,48.58,52,2,2.42,clear sky
429,Pevek,RU,69.7008,170.3133,-12.59,83,5,4.25,clear sky
430,Maceio,BR,-9.6658,-35.7353,81.84,78,40,6.91,light rain
431,Whitefish,US,48.4111,-114.3376,46.15,71,90,5.75,overcast clouds
432,Bunia,CD,1.5667,30.25,62.38,83,24,2.08,few clouds
433,Fougamou,GA,-1.2154,10.5838,72.48,98,100,0.78,overcast clouds
434,Zhanaozen,KZ,43.3,52.8,35.11,31,2,10.76,clear sky
435,Porteirinha,BR,-15.7433,-43.0283,67.89,97,100,1.81,light rain
436,Warwick,US,41.7001,-71.4162,32.5,43,20,8.05,few clouds
437,Warrnambool,AU,-38.3833,142.4833,62.78,60,0,12.82,clear sky
438,Khani,GE,41.9563,42.9566,45.97,64,100,6.02,overcast clouds
439,Tarko-Sale,RU,64.9225,77.785,4.23,99,92,5.12,overcast clouds
440,Lasa,IT,46.6166,10.7002,32.74,96,100,3.62,light snow
441,Birao,CF,10.2849,22.7882,70.3,22,54,4.79,broken clouds
442,Kavaratti,IN,10.5669,72.642,82.65,73,100,11.52,overcast clouds
443,Wenatchee,US,47.4235,-120.3103,50.38,93,90,0.0,overcast clouds
444,Half Moon Bay,US,37.4636,-122.4286,67.91,56,1,10.36,clear sky
445,Magadan,RU,59.5667,150.8,6.85,84,100,10.07,overcast clouds
446,Ballina,AU,-28.8667,153.5667,73.58,86,100,14.0,overcast clouds
447,Urumqi,CN,43.801,87.6005,16.75,58,0,4.47,clear sky
448,Buala,SB,-8.145,159.5921,86.38,66,25,5.7,scattered clouds
449,Ishigaki,JP,24.3448,124.1572,71.73,83,75,26.46,light intensity shower rain
450,Gaya,IN,24.7833,85.0,53.51,94,40,3.44,fog
451,Suntar,RU,62.1444,117.6319,0.46,89,97,7.29,overcast clouds
452,Simao,CN,22.7886,100.9748,56.61,97,62,1.39,broken clouds
453,Coahuayana,MX,18.7333,-103.6833,81.88,83,1,1.43,clear sky
454,Raga,SS,8.4596,25.678,72.45,27,6,3.76,clear sky
455,Sungaipenuh,ID,-2.0833,101.3833,69.19,78,99,2.35,overcast clouds
456,Mount Pleasant,US,32.7941,-79.8626,44.74,84,1,0.0,clear sky
457,Mountain Home,US,43.133,-115.6912,42.28,70,1,0.0,clear sky
458,Tulum,MX,20.2167,-87.4667,73.45,89,99,5.46,overcast clouds
459,Hastings,GB,50.8552,0.5729,38.95,90,100,30.02,overcast clouds
460,Tvoroyri,FO,61.5556,-6.8111,25.99,72,100,14.07,light snow
461,Kamalia,PK,30.7333,72.65,58.91,31,0,6.93,clear sky
462,Kysyl-Syr,RU,63.8986,122.7617,-2.83,96,100,7.72,overcast clouds
463,Okha,RU,53.5739,142.9478,29.57,68,26,18.23,scattered clouds
464,College Place,US,46.0493,-118.3883,63.19,48,90,9.22,overcast clouds
465,Nanortalik,GL,60.1432,-45.2371,42.93,97,100,16.35,light rain
466,Dom Pedrito,BR,-30.9828,-54.6731,70.27,76,100,10.27,overcast clouds
467,Port-Gentil,GA,-0.7193,8.7815,77.76,86,100,7.2,overcast clouds
468,Linda,US,39.1277,-121.5508,60.8,67,1,0.0,haze
469,Wajima,JP,37.4,136.9,50.68,61,40,3.44,scattered clouds
470,Umm Lajj,SA,25.0213,37.2685,78.82,52,0,9.6,clear sky
471,Leh,IN,34.1667,77.5833,14.14,78,51,2.1,broken clouds
472,Sarai Naurang,PK,32.8259,70.7814,60.12,30,96,2.86,overcast clouds
473,Frei Paulo,BR,-10.5494,-37.5344,72.64,83,81,8.86,moderate rain
474,Orlik,RU,52.5178,99.825,-9.54,87,94,3.47,overcast clouds
475,Perth,AU,-31.9333,115.8333,89.78,25,0,6.91,clear sky
476,Taltal,CL,-25.4,-70.4833,63.66,76,5,1.95,clear sky
477,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.47,55,5,11.54,clear sky
478,Msowero,TZ,-6.5333,37.2,71.19,87,62,0.78,broken clouds
479,Ewo,CG,-0.8725,14.8206,72.34,91,100,3.6,overcast clouds
480,Hegra,NO,63.4644,11.114,10.31,92,0,9.22,clear sky
481,Mezhdurechensk,RU,53.6942,88.0603,25.05,73,100,13.44,overcast clouds
482,Oranjemund,NA,-28.55,16.4333,61.14,89,98,5.21,overcast clouds
483,Yar-Sale,RU,66.8333,70.8333,-0.27,96,92,10.51,overcast clouds
484,Namibe,AO,-15.1961,12.1522,67.73,74,100,6.62,overcast clouds
485,Vila Praia De Ancora,PT,41.811,-8.8526,41.34,78,10,14.94,clear sky
486,Westport,US,41.1415,-73.3579,37.15,51,1,4.61,clear sky
487,Kenai,US,60.5544,-151.2583,6.89,78,90,0.0,mist
488,De-Kastri,RU,51.4667,140.7833,21.11,80,100,5.53,overcast clouds
489,Jaumave,MX,23.4167,-99.3833,54.68,96,99,1.43,overcast clouds
490,Kyzyl-Suu,KG,42.3414,78.0056,17.85,47,0,10.16,clear sky
491,Ostrovnoy,RU,68.0531,39.5131,9.37,88,89,8.61,overcast clouds
492,Vanimo,PG,-2.6741,141.3028,79.54,80,99,4.85,overcast clouds
493,Wanning,CN,18.8003,110.3967,73.72,79,100,17.13,overcast clouds
494,Najran,SA,17.4924,44.1277,59.83,48,0,1.72,clear sky
495,Tongchuan,CN,35.0806,109.0897,41.18,61,8,1.01,clear sky
496,Fort Morgan,US,40.2503,-103.8,40.42,48,40,4.61,scattered clouds
497,Perehonivka,UA,48.5355,30.5192,42.84,83,6,3.13,clear sky
498,Nadym,RU,65.5333,72.5167,-3.1,100,99,9.62,overcast clouds
499,Vawkavysk,BY,53.1561,24.4513,31.96,86,100,7.49,overcast clouds
500,Iskateley,RU,67.6803,53.1512,0.77,98,46,6.38,scattered clouds
501,Texarkana,US,33.4251,-94.0477,50.22,76,90,8.05,overcast clouds
502,Xai-Xai,MZ,-25.0519,33.6442,63.32,81,7,6.49,clear sky
503,Ozinki,RU,51.1786,49.6769,30.47,69,100,16.33,overcast clouds
504,Vila,PT,42.0304,-8.1588,29.28,91,10,6.93,clear sky
505,Seddon,AU,-37.8068,144.8916,66.87,51,20,5.75,few clouds
506,Karaton,ID,-6.3424,106.1045,80.76,95,100,5.59,overcast clouds
507,Owando,CG,-0.4819,15.8999,70.32,96,94,3.02,overcast clouds
508,Along,IN,28.1667,94.7667,53.17,65,0,1.61,clear sky
509,Ahipara,NZ,-35.1667,173.1667,70.93,57,93,4.68,overcast clouds
510,Itapolis,BR,-21.5956,-48.8128,72.32,53,0,2.13,clear sky
511,Angoche,MZ,-16.2325,39.9086,75.74,67,92,14.52,overcast clouds
512,Guapiacu,BR,-20.795,-49.2203,77.29,47,0,4.61,clear sky
513,Lerwick,GB,60.1545,-1.1494,32.0,62,100,16.62,overcast clouds
514,Meulaboh,ID,4.1363,96.1285,77.43,88,82,7.81,moderate rain
515,Tiarei,PF,-17.5333,-149.3333,84.22,76,17,16.17,light rain
516,Vagur,FO,61.4732,-6.8119,35.96,74,100,15.12,overcast clouds
517,Pangnirtung,CA,66.1451,-65.7125,16.48,77,100,7.27,overcast clouds
518,Washington,US,47.5001,-120.5015,46.89,95,100,0.87,light rain
519,Maniitsoq,GL,65.4167,-52.9,36.45,96,100,11.92,light rain
520,Coihaique,CL,-45.5752,-72.0662,51.75,50,75,8.05,broken clouds
521,Rudsar,IR,37.1376,50.288,49.98,74,91,5.95,overcast clouds
522,Athabasca,CA,54.7169,-113.2854,28.22,80,79,8.84,broken clouds
523,La Rioja,ES,42.25,-2.5,28.18,96,100,12.28,light snow
524,Bonoua,CI,5.2741,-3.595,82.02,87,38,4.29,scattered clouds
525,Sovetskiy,RU,61.3614,63.5842,20.16,97,81,3.94,broken clouds
526,Marawi,PH,7.9986,124.2928,77.41,73,100,0.83,overcast clouds
527,Carman,CA,49.4992,-98.0016,28.72,54,0,13.8,clear sky
528,Tabou,CI,4.423,-7.3528,79.05,85,27,7.56,scattered clouds
529,Yashkino,RU,55.8736,85.4265,22.15,94,100,15.41,light snow
530,Birobidzhan,RU,48.8,132.95,11.84,89,14,0.67,few clouds
531,Arlit,NE,18.7369,7.3853,74.62,15,5,7.52,clear sky
532,Ambilobe,MG,-13.2,49.05,74.48,91,27,2.59,scattered clouds
533,Itarema,BR,-2.9248,-39.9167,80.24,80,82,13.31,broken clouds
534,Viedma,AR,-40.8135,-62.9967,62.38,84,100,4.07,overcast clouds
535,Tambura,SS,5.6,27.4667,72.73,42,17,2.06,few clouds
536,Barentu,ER,15.1139,37.5928,72.79,59,0,4.85,clear sky
537,Foz,ES,43.5692,-7.2544,45.77,82,100,9.33,overcast clouds
538,Chunskiy,RU,56.0815,99.6342,17.47,70,100,8.34,overcast clouds
539,Uvira,CD,-3.4067,29.1458,71.46,86,72,5.99,light rain
540,Nemuro,JP,43.3236,145.575,37.83,59,82,16.2,broken clouds
541,Marzuq,YE,14.4,46.4667,64.49,40,0,3.78,clear sky
542,Lazaro Cardenas,MX,17.9583,-102.2,77.72,75,4,6.2,clear sky
543,Maniwaki,CA,46.3834,-75.966,21.74,86,30,4.61,scattered clouds
544,Morgan City,US,29.6994,-91.2068,57.2,88,90,4.61,overcast clouds
545,Burgersdorp,ZA,-30.9977,26.3286,53.29,61,0,7.05,clear sky
546,Narsaq,GL,60.9167,-46.05,39.42,100,100,1.77,moderate rain
547,Sao Sebastiao,BR,-23.76,-45.4097,72.09,89,49,4.59,scattered clouds
548,Novobirilyussy,RU,56.9514,90.6661,20.7,93,100,12.21,light snow
549,Sistranda,NO,63.7256,8.834,21.16,61,0,5.46,clear sky
550,Umm Kaddadah,SD,13.6017,26.6876,72.91,18,3,17.6,clear sky
551,Ahuimanu,US,21.4447,-157.8378,82.11,60,20,8.05,few clouds
552,Broken Hill,AU,-31.95,141.4333,71.26,42,60,17.22,broken clouds
553,Dingle,PH,10.9995,122.6711,83.08,81,91,9.64,overcast clouds
554,Ambikapur,IN,23.1167,83.2,53.08,55,28,2.82,scattered clouds
555,Fukue,JP,32.6881,128.8419,53.96,54,0,11.5,clear sky
556,Taoudenni,ML,22.6783,-3.9836,68.63,31,2,14.45,clear sky
557,San Policarpo,PH,12.1791,125.5072,82.58,83,100,13.8,overcast clouds
558,Turinsk,RU,58.0458,63.696,24.76,92,99,10.2,overcast clouds
559,Antofagasta,CL,-23.65,-70.4,61.88,82,24,5.26,few clouds
560,Cernosice,CZ,49.9601,14.3198,35.51,86,75,4.61,broken clouds
561,Rudbar,AF,30.15,62.6,53.42,37,6,4.29,clear sky
562,Salalah,OM,17.0151,54.0924,77.09,36,0,9.22,clear sky
563,Kijang,KR,35.2442,129.2139,46.13,52,0,3.11,clear sky
564,Riohacha,CO,11.5444,-72.9072,77.65,88,48,7.58,scattered clouds
565,Lufilufi,WS,-13.8745,-171.5986,85.78,79,88,14.94,overcast clouds
566,Riyadh,SA,24.6877,46.7219,60.94,37,0,7.31,clear sky
567,Emerald,AU,-23.5333,148.1667,88.56,46,10,11.61,clear sky
568,Araouane,ML,18.9048,-3.5265,76.73,22,100,4.03,overcast clouds
569,North Bend,US,43.4065,-124.2243,60.71,88,90,10.36,overcast clouds
570,Amahai,ID,-3.3333,128.9167,84.15,71,100,1.39,overcast clouds
571,Otane,NZ,-39.8833,176.6333,71.71,52,100,3.36,light rain
572,Santa Rosa,PH,14.3122,121.1114,80.58,89,100,6.87,light rain
573,Avera,US,33.194,-82.5271,53.47,38,100,6.93,overcast clouds
574,Kosino,RU,58.4127,51.2782,30.7,88,100,13.11,overcast clouds
575,Broome,US,42.2506,-75.833,27.37,68,90,4.61,overcast clouds
576,Haveli,PK,30.4502,73.6989,58.95,37,0,5.35,clear sky
577,Oildale,US,35.4197,-119.0195,62.62,39,1,0.0,haze
578,Cairns,AU,-16.9167,145.7667,85.95,70,40,10.36,scattered clouds
579,Corn Island,NI,12.1694,-83.0418,81.52,75,56,19.19,broken clouds
580,Loningen,DE,52.7333,7.7667,30.47,94,100,6.78,light snow
581,Anderson,US,34.5334,-82.6499,52.68,49,1,5.75,clear sky
582,Berlevag,NO,70.8578,29.0864,19.45,86,46,15.26,scattered clouds
583,Iberia,US,29.9502,-91.7507,55.36,71,90,0.0,overcast clouds
584,Sisimiut,GL,66.9395,-53.6735,26.46,94,100,10.13,snow
585,Belmonte,BR,-15.8631,-38.8828,70.3,91,100,0.89,moderate rain
586,Karoi,ZW,-16.8099,29.6925,60.57,80,51,8.08,broken clouds
587,Katsuura,JP,35.1333,140.3,53.71,48,0,13.67,clear sky
588,Mujiayingzi,CN,42.1167,118.7833,33.89,63,100,7.47,overcast clouds
589,Quelimane,MZ,-17.8786,36.8883,69.75,88,20,2.3,few clouds
590,Kilkenny,IE,52.6542,-7.2522,37.65,80,100,10.74,overcast clouds
591,Mnogovershinnyy,RU,53.9353,139.9242,21.76,84,100,7.65,overcast clouds
592,Nakhon Nayok,TH,14.1667,101.1,75.18,73,98,4.25,overcast clouds
593,Valparaiso,CL,-33.0393,-71.6273,60.44,58,0,2.3,clear sky
594,Quatre Cocos,MU,-20.2078,57.7625,71.71,73,1,6.15,clear sky
595,Bud,US,39.447,-86.1758,44.69,69,100,10.33,overcast clouds
596,Achinsk,RU,56.2694,90.4993,20.75,93,100,17.36,light snow
597,Polysayevo,RU,54.6012,86.2459,21.02,92,100,18.25,light snow
598,Sangar,RU,63.9242,127.4739,-12.66,100,100,2.73,overcast clouds
599,Camana,PE,-16.6228,-72.7111,66.69,84,59,6.98,broken clouds
600,Marystown,CA,47.1666,-55.1483,47.28,87,100,12.5,overcast clouds
601,Suleja,NG,9.1758,7.1808,73.51,31,83,4.76,broken clouds
602,Sarakhs,IR,36.5449,61.1577,46.87,44,8,4.59,clear sky
603,Mutis,CO,6.2262,-77.4044,76.35,92,33,3.42,scattered clouds
604,La Ronge,CA,55.1001,-105.2842,17.85,73,1,4.61,clear sky
605,Velikiy Ustyug,RU,60.7644,46.3106,30.06,97,100,7.25,snow
606,Doha,QA,25.2867,51.5333,73.38,73,0,10.36,clear sky
607,Balkhash,KZ,46.844,74.9804,12.81,73,0,17.9,clear sky
608,Liverpool,GB,53.4106,-2.9779,33.75,60,0,13.8,clear sky
609,Coromandel,BR,-18.4733,-47.2003,65.97,92,0,1.66,clear sky
610,Gat,IL,31.61,34.7642,57.88,40,35,3.65,scattered clouds
611,Kemi,FI,65.8596,24.8228,15.57,92,90,8.05,light snow
612,Hobyo,SO,5.3505,48.5268,80.2,80,99,10.49,overcast clouds
613,Tilichiki,RU,60.4667,166.1,22.57,89,100,9.86,overcast clouds
614,Pisco,PE,-13.7,-76.2167,66.25,82,0,14.97,clear sky
615,Ohara,JP,35.25,140.3833,53.55,48,0,12.35,clear sky
616,Diffa,NE,13.3154,12.6113,72.19,29,31,9.04,scattered clouds
617,Durango,MX,24.8333,-104.8333,54.25,66,100,3.49,overcast clouds
618,Chihuahua,MX,28.5,-106.0,52.63,55,5,5.88,clear sky
619,Adre,TD,13.4667,22.2,68.76,19,5,16.6,clear sky
620,Vangaindrano,MG,-23.35,47.6,67.62,64,99,11.1,overcast clouds
621,Winchester,GB,51.0651,-1.3187,34.09,64,16,16.11,few clouds
622,Santa Cruz Del Sur,CU,20.7147,-77.9956,71.2,75,0,14.41,light rain
623,Salinas,US,36.6777,-121.6555,66.56,41,1,9.22,clear sky
624,Zaysan,KZ,47.4667,84.8667,10.22,80,16,2.19,few clouds
625,Damietta,EG,31.4165,31.8133,64.29,60,96,7.56,overcast clouds
626,Lira,UG,2.235,32.9097,64.2,90,67,1.32,broken clouds
627,Nagato,JP,34.3833,131.2,51.75,52,1,7.47,clear sky
628,Acurenam,GQ,1.0322,10.6488,67.12,99,100,1.57,light rain
629,Nuevo Progreso,MX,23.1667,-97.95,64.17,92,80,2.28,broken clouds
630,Buraydah,SA,26.326,43.975,55.85,47,0,7.05,clear sky
631,Mackay,AU,-21.15,149.2,80.58,89,75,11.5,light rain
632,Alta Floresta,BR,-9.8756,-56.0861,72.36,96,97,3.27,overcast clouds
633,Rio Grande,BR,-32.035,-52.0986,68.4,90,95,9.48,overcast clouds
634,Nanga Eboko,CM,4.6833,12.3667,67.15,76,94,2.06,overcast clouds
635,Mamlyutka,KZ,54.9375,68.5394,14.02,92,100,11.86,overcast clouds
636,Tigil,RU,57.8,158.6667,-1.26,96,80,3.76,broken clouds
637,Visby,SE,57.6409,18.296,34.02,93,90,9.22,light rain
638,Port Macquarie,AU,-31.4333,152.9167,66.16,94,75,8.05,light rain
639,Thanatpin,MM,17.2119,96.3033,80.78,88,5,6.22,clear sky
640,San Patricio,US,28.017,-97.5169,55.26,83,100,9.04,overcast clouds
641,Cartagena Del Chaira,CO,1.3349,-74.8429,77.65,80,100,1.48,overcast clouds
642,Pran Buri,TH,12.3847,99.9098,75.22,78,44,13.47,scattered clouds
643,Tres Marias,MX,19.0522,-99.2431,57.69,66,4,2.33,clear sky
644,Remiremont,FR,48.0175,6.5882,33.98,99,100,4.97,light rain
645,Banda Aceh,ID,5.5577,95.3222,78.57,84,96,10.94,moderate rain
646,Minot,US,48.2325,-101.2963,30.42,64,1,8.05,clear sky
647,Ramgarh,IN,23.6333,85.5167,59.05,62,99,5.08,overcast clouds
648,Baykit,RU,61.67,96.37,-1.16,100,100,1.79,overcast clouds
649,Bacolod,PH,10.6667,122.95,84.87,70,99,4.34,overcast clouds
650,Alice Springs,AU,-23.7,133.8833,76.55,25,1,10.36,clear sky
651,Jagtial,IN,18.8,78.9333,63.84,55,100,1.43,overcast clouds
652,Quesnel,CA,52.9999,-122.5029,41.5,70,90,8.05,overcast clouds
653,Glendive,US,47.1053,-104.7125,37.02,80,1,5.75,clear sky
654,Swan River,CA,52.1058,-101.2676,21.09,68,4,10.36,clear sky
655,Villa Carlos Paz,AR,-31.4241,-64.4978,61.88,84,100,10.74,light rain
656,Ostersund,SE,63.1792,14.6357,14.45,92,90,4.61,overcast clouds
657,Roald,NO,62.5833,6.1333,26.74,74,8,10.36,clear sky
658,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,75,8.7,broken clouds
659,Kichera,RU,55.9375,110.0997,-2.94,81,28,3.71,scattered clouds
660,Bar Harbor,US,44.3876,-68.2039,27.09,80,1,5.75,clear sky
661,Muli,MV,2.9167,73.5667,81.63,72,100,17.83,overcast clouds
662,Ryazanovskiy,RU,55.55,39.4333,36.12,98,100,10.22,overcast clouds
663,Pomerode,BR,-26.7406,-49.1769,74.55,93,85,1.48,overcast clouds
664,Somerset,US,40.5668,-74.5496,37.26,48,99,4.76,overcast clouds
665,Markala,ML,13.7021,-6.0659,80.24,18,100,9.33,overcast clouds
666,Margate,GB,51.3813,1.3862,38.91,89,100,32.32,overcast clouds
667,Kirensk,RU,57.7853,108.1119,10.18,94,100,9.13,light snow
668,Namwala,ZM,-15.7504,26.4384,65.34,81,63,4.23,broken clouds
669,Desna,UA,50.9273,30.7605,34.29,87,0,3.18,clear sky
670,Pascagoula,US,30.3658,-88.5561,55.44,82,1,0.0,clear sky
671,Lodja,CD,-3.4833,23.4333,68.16,95,100,1.01,light rain
672,Yerbogachen,RU,61.2767,108.0108,3.29,95,100,7.45,light snow
673,Toguchin,RU,55.2353,84.3858,21.76,92,100,18.95,light snow
674,Ketchikan,US,55.3422,-131.6461,46.87,93,90,20.71,moderate rain
675,Wufeng,CN,27.45,104.8333,39.76,94,100,1.5,overcast clouds
676,Novaya Lyalya,RU,59.055,60.599,26.46,91,100,6.87,overcast clouds
677,Galle,LK,6.0367,80.217,76.77,87,93,5.32,overcast clouds
678,Karratha,AU,-20.7377,116.8463,93.88,18,0,25.77,clear sky
679,Kita,ML,13.0349,-9.4895,77.7,23,100,2.93,overcast clouds
680,Padang,ID,-0.9492,100.3543,80.65,70,100,0.54,overcast clouds
681,Guarapari,BR,-20.6667,-40.4975,75.09,78,23,6.64,few clouds
682,Jupiter,US,26.9342,-80.0942,66.22,64,15,7.56,few clouds
683,Guapore,BR,-28.8456,-51.8903,62.31,99,14,2.08,few clouds
684,Homer,US,59.6425,-151.5483,15.67,62,90,0.0,overcast clouds
685,Seguela,CI,7.9611,-6.6731,75.42,54,1,4.88,clear sky
686,Cururupu,BR,-1.8283,-44.8683,76.68,88,44,3.44,scattered clouds
687,Burnie,AU,-41.0667,145.9167,59.31,63,48,6.93,scattered clouds
688,Qasigiannguit,GL,68.8193,-51.1922,23.25,88,100,6.13,overcast clouds
689,Hirara,JP,24.8,125.2833,71.87,73,75,23.02,light rain
690,Houma,US,29.5958,-90.7195,57.2,77,1,0.0,clear sky
691,Irituia,BR,-1.7711,-47.4381,75.58,87,5,3.44,clear sky
