City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Sao Filipe,CV,2021-11-25 23:26:05,14.8961,-24.4956,78.26,74,69,7.54
286,Champerico,GT,2021-11-25 23:26:05,14.3,-91.9167,88.34,70,63,5.99
287,Wattegama,LK,2021-11-25 23:26:06,6.7989,81.4808,73.13,95,98,1.52
288,Kavieng,PG,2021-11-25 23:23:12,-2.5744,150.7967,84.65,65,55,7.38
289,Bana,CM,2021-11-25 23:26:07,5.1481,10.2762,60.33,93,10,1.7
290,Sao Felix Do Xingu,BR,2021-11-25 23:26:07,-6.6447,-51.995,73.76,95,98,0.74
291,La Sarre,CA,2021-11-25 23:23:03,48.8002,-79.1996,24.39,94,100,12.64
292,Gatton,AU,2021-11-25 23:26:08,-27.55,152.2833,78.42,89,98,1.95
293,Simpsonville,US,2021-11-25 23:26:08,34.7371,-82.2543,57.72,57,1,5.75
294,Huilong,CN,2021-11-25 23:26:09,31.8111,121.655,55.04,58,0,4.45
295,Chaman,PK,2021-11-25 23:26:09,30.9236,66.4512,45.97,48,0,2.01
296,Marsa Matruh,EG,2021-11-25 23:26:10,31.3525,27.2453,59.2,88,0,3.44
297,Bambous Virieux,MU,2021-11-25 23:26:10,-20.3428,57.7575,75.45,83,40,3.44
298,Lorengau,PG,2021-11-25 23:26:11,-2.0226,147.2712,84.45,67,89,5.17
299,Kushima,JP,2021-11-25 23:26:11,31.4583,131.2333,51.84,78,55,6.78
300,Lashio,MM,2021-11-25 23:26:12,22.9333,97.75,54.99,98,18,1.81
301,Abay,KZ,2021-11-25 23:26:13,49.6311,72.8539,3.58,98,75,5.57
302,Vanimo,PG,2021-11-25 23:26:13,-2.6741,141.3028,77.04,90,100,7.05
303,Kuytun,RU,2021-11-25 23:26:14,54.3419,101.5036,22.32,84,100,8.23
304,Abha,SA,2021-11-25 23:26:14,18.2164,42.5053,55.22,94,28,0.0
305,Pangnirtung,CA,2021-11-25 23:25:50,66.1451,-65.7125,26.6,74,90,3.44
306,Guerrero Negro,MX,2021-11-25 23:26:15,27.9769,-114.0611,75.13,38,0,6.73
307,Aanekoski,FI,2021-11-25 23:26:16,62.6946,25.818,23.68,99,93,2.57
308,Sao Jose Da Coroa Grande,BR,2021-11-25 23:26:16,-8.8978,-35.1478,79.0,81,11,9.62
309,Green Valley,US,2021-11-25 23:26:17,31.8543,-110.9937,66.83,55,82,17.72
310,Repnoye,RU,2021-11-25 23:26:17,51.5921,43.1861,27.82,91,75,8.55
311,Victoria,HK,2021-11-25 23:22:03,22.2855,114.1577,68.32,65,9,1.01
312,Ariano Irpino,IT,2021-11-25 23:26:18,41.1489,15.0833,49.69,95,96,4.99
313,Kongsberg,NO,2021-11-25 23:26:18,59.6652,9.6465,32.38,77,100,0.85
314,Kabwe,ZM,2021-11-25 23:26:19,-14.4469,28.4464,65.37,93,99,6.93
315,Mangochi,MW,2021-11-25 23:26:19,-14.4782,35.2645,72.25,82,100,8.59
316,Manicore,BR,2021-11-25 23:26:20,-5.8092,-61.3003,79.54,79,58,1.72
317,Olafsvik,IS,2021-11-25 23:26:21,64.8945,-23.7142,31.03,67,27,14.99
318,Ladario,BR,2021-11-25 23:25:21,-19.0047,-57.6017,86.36,50,89,5.01
319,Makakilo City,US,2021-11-25 23:26:21,21.3469,-158.0858,86.32,53,40,11.5
320,Palana,RU,2021-11-25 23:26:22,59.1167,159.9667,14.58,74,90,23.2
321,Muisne,EC,2021-11-25 23:26:23,0.6,-80.0333,74.12,81,100,10.33
322,Praia Da Vitoria,PT,2021-11-25 23:26:23,38.7333,-27.0667,61.05,82,75,28.68
323,Victor Harbor,AU,2021-11-25 23:26:24,-35.5667,138.6167,60.89,67,99,4.0
324,Parsabad,IR,2021-11-25 23:26:24,39.6482,47.9174,43.12,93,90,2.3
325,Barcelos,PT,2021-11-25 23:26:25,41.5388,-8.6151,51.94,86,12,6.46
326,Lasa,IT,2021-11-25 23:27:26,46.6166,10.7002,42.26,96,100,1.12
327,Cottbus,DE,2021-11-25 23:27:26,51.7667,14.3333,39.52,85,100,11.5
328,Cooma,AU,2021-11-25 23:27:27,-36.2333,149.1333,51.57,100,90,12.66
329,Stillwater,US,2021-11-25 23:27:27,36.1156,-97.0584,47.55,46,1,1.01
330,Puerto Baquerizo Moreno,EC,2021-11-25 23:27:28,-0.9,-89.6,70.21,77,37,13.42
331,Krasnoselkup,RU,2021-11-25 23:27:28,65.7,82.4667,1.35,96,99,10.36
332,Saint-Pierre,RE,2021-11-25 23:27:29,-21.3393,55.4781,78.48,69,90,0.0
333,Feijo,BR,2021-11-25 23:27:29,-8.1642,-70.3536,78.76,76,100,3.31
334,Buala,SB,2021-11-25 23:25:10,-8.145,159.5921,83.35,73,80,3.56
335,Lavrentiya,RU,2021-11-25 23:25:42,65.5833,-171.0,-6.38,88,7,8.84
336,Yukamenskoye,RU,2021-11-25 23:27:30,57.8865,52.2416,8.65,99,95,5.79
337,Haines Junction,CA,2021-11-25 23:27:31,60.7522,-137.5108,3.15,78,100,4.61
338,Shenjiamen,CN,2021-11-25 23:27:31,29.9576,122.298,54.86,56,0,5.3
339,Gazanjyk,TM,2021-11-25 23:27:32,39.2446,55.5154,42.3,44,100,12.73
340,Santa Isabel Do Rio Negro,BR,2021-11-25 23:27:32,-0.4139,-65.0192,79.84,74,95,2.21
341,Dunmore Town,BS,2021-11-25 23:27:33,25.5,-76.65,74.5,63,74,16.46
342,Hervey Bay,AU,2021-11-25 23:27:33,-25.2986,152.8535,79.03,92,98,5.99
343,Vaitape,PF,2021-11-25 23:27:34,-16.5167,-151.75,82.22,74,7,18.03
344,Port Blair,IN,2021-11-25 23:27:34,11.6667,92.75,78.08,84,97,1.79
345,Malanje,AO,2021-11-25 23:27:35,-9.5402,16.341,64.78,98,100,4.27
346,Sobolevo,RU,2021-11-25 23:27:36,54.4299,31.8996,30.51,87,36,15.61
347,Ixtapa,MX,2021-11-25 23:24:19,20.7,-105.2,81.63,69,75,13.8
348,Vila Franca Do Campo,PT,2021-11-25 23:27:36,37.7167,-25.4333,60.19,73,76,15.9
349,Chumikan,RU,2021-11-25 23:27:37,54.7183,135.315,7.2,93,92,7.4
350,Arlit,NE,2021-11-25 23:27:38,18.7369,7.3853,77.65,23,1,10.47
351,Atar,MR,2021-11-25 23:27:38,20.5169,-13.0499,81.95,25,99,5.19
352,Riacho De Santana,BR,2021-11-25 23:27:39,-13.6092,-42.9389,72.68,54,34,6.49
353,Simbahan,PH,2021-11-25 23:27:39,6.3032,120.5836,82.8,73,100,2.66
354,Warrington,GB,2021-11-25 23:27:14,53.3925,-2.5802,43.27,90,75,3.0
355,Gat,IL,2021-11-25 23:27:40,31.61,34.7642,61.39,83,49,1.57
356,Gandorhun,SL,2021-11-25 23:27:41,7.5,-11.8333,76.86,90,10,2.57
357,Conceicao Do Araguaia,BR,2021-11-25 23:27:41,-8.2578,-49.2647,76.73,89,100,3.36
358,Cururupu,BR,2021-11-25 23:27:42,-1.8283,-44.8683,77.74,87,96,4.05
359,Tessalit,ML,2021-11-25 23:27:42,20.1986,1.0114,75.06,34,12,4.9
360,Aripuana,BR,2021-11-25 23:27:43,-9.1667,-60.6333,75.94,90,99,3.4
361,Moyale,KE,2021-11-25 23:27:43,3.5167,39.0584,72.32,43,36,9.06
362,Cabo San Lucas,MX,2021-11-25 23:27:44,22.8909,-109.9124,81.7,72,90,4.61
363,Rafaela,AR,2021-11-25 23:27:44,-31.2503,-61.4867,76.05,49,0,4.0
364,Cap Malheureux,MU,2021-11-25 23:27:45,-19.9842,57.6142,75.69,80,0,4.18
365,Yumen,CN,2021-11-25 23:27:45,40.2833,97.2,26.92,33,0,0.27
366,Sovetskiy,RU,2021-11-25 23:27:46,61.3614,63.5842,3.34,96,100,4.85
367,Karlshamn,SE,2021-11-25 23:27:46,56.1706,14.8619,41.11,87,42,13.53
368,Antalaha,MG,2021-11-25 23:27:47,-14.9003,50.2788,71.55,88,45,4.0
369,Keningau,MY,2021-11-25 23:27:47,5.3378,116.1602,73.85,97,100,0.56
370,Linxia,CN,2021-11-25 23:27:48,35.6003,103.2064,31.39,39,81,2.3
371,Saint-Georges,GD,2021-11-25 23:27:49,12.0564,-61.7485,79.23,83,69,6.82
372,Ust-Kan,RU,2021-11-25 23:27:49,50.9276,84.761,22.86,95,100,6.26
373,Te Anau,NZ,2021-11-25 23:27:49,-45.4167,167.7167,53.58,92,100,4.97
374,Humaita,BR,2021-11-25 23:28:50,-7.5061,-63.0208,81.21,73,100,1.66
375,Mugango,TZ,2021-11-25 23:28:50,-1.6833,33.7,66.78,87,100,8.52
376,Sur,OM,2021-11-25 23:28:51,22.5667,59.5289,75.83,61,0,3.67
377,Keflavik,IS,2021-11-25 23:28:52,64.0049,-22.5624,30.63,69,20,17.27
378,Port Keats,AU,2021-11-25 23:28:52,-14.25,129.55,86.38,64,90,2.48
379,Leningradskiy,RU,2021-11-25 23:28:52,69.3833,178.4167,-23.71,96,99,4.94
380,Gamboma,CG,2021-11-25 23:28:53,-1.8764,15.8644,71.33,94,99,1.54
381,Sitka,US,2021-11-25 23:24:46,57.0531,-135.33,39.09,81,90,6.91
382,Sarakhs,IR,2021-11-25 23:28:54,36.5449,61.1577,48.54,66,100,5.12
383,Tiarei,PF,2021-11-25 23:28:54,-17.5333,-149.3333,87.82,74,24,16.73
384,Chino Valley,US,2021-11-25 23:28:55,34.7575,-112.4538,59.16,24,1,3.0
385,Sambava,MG,2021-11-25 23:28:55,-14.2667,50.1667,71.74,86,20,4.21
386,Chibuto,MZ,2021-11-25 23:28:56,-24.6867,33.5306,65.1,82,3,4.09
387,Cayenne,GF,2021-11-25 23:28:56,4.9333,-52.3333,81.09,84,0,2.3
388,Abashiri,JP,2021-11-25 23:28:57,44.0213,144.2697,30.94,86,40,3.44
389,Ferkessedougou,CI,2021-11-25 23:28:57,9.6,-5.2,77.95,24,10,2.15
390,Walvis Bay,NA,2021-11-25 23:28:58,-22.9575,14.5053,60.1,77,0,11.5
391,Lilongwe,MW,2021-11-25 23:28:59,-13.9669,33.7873,68.76,83,99,6.93
392,Laramie,US,2021-11-25 23:28:59,41.3114,-105.5911,44.69,25,1,3.0
393,Villa Maria,AR,2021-11-25 23:29:00,-32.4075,-63.2402,71.82,68,0,12.37
394,Severnyy,RU,2021-11-25 23:29:00,50.677,36.5532,28.44,86,0,6.71
395,Ati,TD,2021-11-25 23:29:00,13.2154,18.3353,77.79,13,0,10.54
396,Muborak,UZ,2021-11-25 23:29:01,39.2553,65.1528,43.99,57,100,13.58
397,Smolensk,RU,2021-11-25 23:29:02,55.0,33.0,30.88,88,65,13.44
398,Itaituba,BR,2021-11-25 23:29:02,-4.2761,-55.9836,78.71,85,100,2.1
399,Odweyne,SO,2021-11-25 23:29:03,9.4092,45.064,68.49,61,26,12.06
400,Lipari,IT,2021-11-25 23:29:03,38.4674,14.954,59.54,69,80,23.64
401,Pisco,PE,2021-11-25 23:29:04,-13.7,-76.2167,66.25,82,0,14.97
402,Westport,US,2021-11-25 23:29:04,41.1415,-73.3579,53.74,60,90,1.01
403,Durban,ZA,2021-11-25 23:28:19,-29.8579,31.0292,62.02,95,100,3.0
404,Nobres,BR,2021-11-25 23:29:05,-14.7203,-56.3275,73.74,91,97,2.91
405,Fairview,US,2021-11-25 23:29:06,40.8126,-73.999,53.22,43,1,5.75
406,Benxi,CN,2021-11-25 23:29:06,41.2886,123.765,12.52,93,13,1.77
407,Chernyshevskiy,RU,2021-11-25 23:29:07,63.0128,112.4714,1.62,98,100,2.64
408,Panzhihua,CN,2021-11-25 23:29:07,26.5851,101.7128,47.05,87,6,0.85
409,Caravelas,BR,2021-11-25 23:29:08,-17.7125,-39.2481,72.37,78,0,6.67
410,Petropavlovsk-Kamchatskiy,RU,2021-11-25 23:29:09,53.0452,158.6483,34.39,69,75,4.47
411,Rantepao,ID,2021-11-25 23:29:09,-2.9701,119.8978,70.86,93,94,1.19
412,Methoni,GR,2021-11-25 23:29:10,36.8197,21.7049,56.21,76,90,21.16
413,Lagoa,PT,2021-11-25 23:29:10,39.05,-27.9833,61.84,68,66,31.03
414,Severo-Kurilsk,RU,2021-11-25 23:29:11,50.6789,156.125,35.28,90,97,8.59
415,Mweka,CD,2021-11-25 23:29:12,-4.85,21.5667,68.56,97,92,1.48
416,Corner Brook,CA,2021-11-25 23:29:12,48.9667,-57.9484,54.21,97,100,5.97
417,Hofn,IS,2021-11-25 23:29:13,64.2539,-15.2082,32.25,56,0,30.58
418,Brae,GB,2021-11-25 23:29:14,60.3964,-1.353,42.71,87,100,8.63
419,Betsiamites,CA,2021-11-25 23:30:15,48.9413,-68.646,35.49,65,47,3.11
420,Avera,US,2021-11-25 23:30:15,33.194,-82.5271,60.31,73,71,7.49
421,Ivybridge,GB,2021-11-25 23:30:16,50.3904,-3.9191,43.5,90,96,8.05
422,Kemijarvi,FI,2021-11-25 23:30:17,66.7131,27.4306,19.02,93,100,7.72
423,Pacific Grove,US,2021-11-25 23:30:17,36.6177,-121.9166,74.88,41,1,1.01
424,Muros,ES,2021-11-25 23:30:18,42.7762,-9.0603,50.85,88,31,18.79
425,Nanfeng,CN,2021-11-25 23:30:18,23.7434,111.7959,57.45,70,0,2.39
426,New Glasgow,CA,2021-11-25 23:30:10,45.5834,-62.6486,51.12,98,100,11.88
427,Puerto Narino,CO,2021-11-25 23:30:19,-3.7703,-70.3831,80.55,97,74,2.95
428,Kushiro,JP,2021-11-25 23:30:19,42.975,144.3747,36.55,51,20,13.8
429,Delijan,IR,2021-11-25 23:30:20,33.9905,50.6838,47.66,59,88,0.31
430,Kapit,MY,2021-11-25 23:30:21,2.0167,112.9333,75.09,98,100,0.87
431,Bjornevatn,NO,2021-11-25 23:30:21,69.6672,29.9847,13.62,90,100,3.18
432,Valdivia,CL,2021-11-25 23:30:22,-39.8142,-73.2459,59.09,82,90,3.44
433,Srednekolymsk,RU,2021-11-25 23:30:23,67.45,153.6833,-34.47,100,19,2.33
434,Ler,SS,2021-11-25 23:26:37,8.3018,30.1418,77.38,25,70,5.35
435,Palasa,IN,2021-11-25 23:30:23,18.7667,84.4167,72.18,89,31,4.99
436,Rabat,MA,2021-11-25 23:30:24,33.9911,-6.8401,56.16,87,40,13.8
437,Manica,FR,2021-11-25 23:30:24,49.0,-1.1667,36.81,76,78,4.34
438,Jinchang,CN,2021-11-25 23:30:25,38.4953,102.1739,32.4,28,0,4.65
439,Labuhan,ID,2021-11-25 23:30:25,-6.8844,112.2051,80.17,80,100,7.72
440,Kutum,SD,2021-11-25 23:30:26,14.2,24.6667,59.9,17,1,7.61
441,West Point,US,2021-11-25 23:30:26,33.6076,-88.6503,56.21,97,90,4.61
442,Volchanets,RU,2021-11-25 23:30:27,42.9131,132.7469,23.32,64,4,9.82
443,Xapuri,BR,2021-11-25 23:30:27,-10.6517,-68.5044,78.89,68,41,3.58
444,Mercedes,AR,2021-11-25 23:30:28,-34.6515,-59.4307,68.85,79,81,7.25
445,Tynda,RU,2021-11-25 23:30:28,55.1667,124.7167,-0.24,95,100,1.52
446,Inuvik,CA,2021-11-25 23:27:19,68.3499,-133.7218,-3.96,73,75,1.14
447,Riverton,US,2021-11-25 23:30:09,40.5219,-111.9391,51.49,43,1,5.99
448,Kavaratti,IN,2021-11-25 23:30:29,10.5669,72.642,80.65,80,100,8.79
449,Barhi,IN,2021-11-25 23:30:29,23.9,80.8,55.87,47,1,1.77
450,Manzhouli,CN,2021-11-25 23:30:30,49.6,117.4333,4.78,97,49,1.41
451,Dingle,PH,2021-11-25 23:30:30,10.9995,122.6711,80.58,88,96,6.82
452,Ocotal,NI,2021-11-25 23:30:31,13.6321,-86.4752,70.63,78,89,3.44
453,Mahendranagar,NP,2021-11-25 23:30:32,28.9167,80.3333,57.61,76,0,3.85
454,Sulphur Springs,US,2021-11-25 23:30:32,33.1385,-95.6011,53.55,43,1,18.41
455,Shelburne,CA,2021-11-25 23:30:10,44.0787,-80.2041,39.67,99,100,9.53
456,Shablykino,RU,2021-11-25 23:30:33,52.8566,35.1964,29.7,86,22,16.64
457,Yenagoa,NG,2021-11-25 23:30:33,4.9247,6.2642,75.52,92,24,4.21
458,Christchurch,NZ,2021-11-25 23:28:32,-43.5333,172.6333,80.8,21,41,14.97
459,Hazorasp,UZ,2021-11-25 23:30:34,41.3194,61.0742,28.24,80,34,7.94
460,Honiara,SB,2021-11-25 23:30:34,-9.4333,159.95,82.33,75,95,2.08
461,Tautira,PF,2021-11-25 23:28:56,-17.7333,-149.15,87.82,73,34,14.97
462,Jalu,LY,2021-11-25 23:27:03,29.0331,21.5482,69.67,28,1,13.11
463,Dunedin,NZ,2021-11-25 23:30:35,-45.8742,170.5036,59.74,61,100,4.72
464,Grand Prairie,US,2021-11-25 23:26:59,32.746,-96.9978,56.07,38,1,13.8
465,Kruisfontein,ZA,2021-11-25 23:30:36,-34.0033,24.7314,61.88,79,100,18.48
466,Arman,RU,2021-11-25 23:31:37,59.7,150.1667,-2.38,80,13,11.05
467,Kalmunai,LK,2021-11-25 23:28:53,7.4167,81.8167,76.91,88,90,5.61
468,Groningen,NL,2021-11-25 23:31:37,53.25,6.75,42.84,93,90,4.61
469,Flinders,AU,2021-11-25 23:31:38,-34.5833,150.8552,65.17,89,100,5.01
470,Bubaque,GW,2021-11-25 23:31:38,11.2833,-15.8333,83.73,69,99,11.92
471,Aklavik,CA,2021-11-25 23:31:39,68.2191,-135.0107,-4.0,77,90,9.22
472,Jibuti,DJ,2021-11-25 23:31:39,11.5,42.5,74.62,67,12,6.8
473,Stornoway,GB,2021-11-25 23:31:40,58.2093,-6.3865,46.36,89,75,5.01
474,Eucaliptus,BO,2021-11-25 23:31:40,-17.5833,-67.5167,52.97,65,100,1.81
475,Charagua,BO,2021-11-25 23:31:41,-19.8,-63.2167,83.77,83,89,3.36
476,Karasjok,NO,2021-11-25 23:31:41,69.4719,25.5112,1.51,96,100,4.12
477,High Rock,BS,2021-11-25 23:31:42,26.6208,-78.2833,69.82,63,40,13.42
478,Taulov,DK,2021-11-25 23:31:42,55.5458,9.6155,39.16,78,72,10.38
479,Isugod,PH,2021-11-25 23:31:42,9.3408,118.1196,77.45,92,100,4.45
480,Buka,UZ,2021-11-25 23:31:43,40.8108,69.1986,43.72,73,100,9.98
481,Santa Cruz,BO,2021-11-25 23:31:43,-17.8,-63.1667,80.65,74,40,12.66
482,Inhambane,MZ,2021-11-25 23:31:44,-23.865,35.3833,69.98,76,12,9.17
483,Schneverdingen,DE,2021-11-25 23:31:45,53.1167,9.8,38.39,91,63,7.23
484,Bontang,ID,2021-11-25 23:31:45,0.1333,117.5,80.17,82,95,3.6
485,La Reforma,MX,2021-11-25 23:31:45,25.0833,-108.05,84.49,63,100,6.69
486,Birjand,IR,2021-11-25 23:31:46,32.8663,59.2211,41.47,75,0,4.61
487,Aksum,ET,2021-11-25 23:31:47,14.1245,38.7244,57.94,63,23,9.44
488,Kachiry,KZ,2021-11-25 23:31:47,53.0675,76.1036,2.79,96,35,7.7
489,Kolaras,IN,2021-11-25 23:31:48,25.2333,77.6,59.99,43,0,2.91
490,Araouane,ML,2021-11-25 23:31:48,18.9048,-3.5265,76.73,32,12,7.54
491,Koumac,NC,2021-11-25 23:31:49,-20.5667,164.2833,81.59,62,1,4.54
492,Puerto Montt,CL,2021-11-25 23:30:35,-41.4698,-72.9447,58.03,72,75,9.22
493,Mikun,RU,2021-11-25 23:31:50,62.3547,50.0771,10.74,95,100,4.65
494,Agua Branca,BR,2021-11-25 23:31:50,-5.8922,-42.6361,78.57,59,83,3.09
495,Tateyama,JP,2021-11-25 23:31:51,34.9833,139.8667,61.07,58,0,7.63
496,Lewistown,US,2021-11-25 23:30:16,40.5992,-77.5714,51.37,57,75,0.0
497,Gubkinskiy,RU,2021-11-25 23:31:51,64.434,76.5026,0.28,93,100,11.86
498,Rafsanjan,IR,2021-11-25 23:31:52,30.4067,55.9939,52.25,35,2,3.24
499,Port Macquarie,AU,2021-11-25 23:28:46,-31.4333,152.9167,71.89,94,90,17.27
500,Cockburn Town,TC,2021-11-25 23:31:53,21.4612,-71.1419,78.51,67,97,17.9
501,Mikkeli,FI,2021-11-25 23:31:54,61.6886,27.2723,28.51,100,75,2.3
502,Havre-Saint-Pierre,CA,2021-11-25 23:31:55,50.2334,-63.5986,41.36,100,90,9.22
503,Mayo,US,2021-11-25 23:31:55,38.8876,-76.5119,53.11,77,20,3.44
504,Elmira,US,2021-11-25 23:31:56,42.0898,-76.8077,46.22,78,90,0.0
505,Bakaly,RU,2021-11-25 23:31:56,55.1789,53.8028,11.3,98,78,5.97
506,Beringovskiy,RU,2021-11-25 23:31:57,63.05,179.3167,-0.54,93,100,11.18
507,Veraval,IN,2021-11-25 23:31:57,20.9,70.3667,75.74,36,78,8.05
508,Phitsanulok,TH,2021-11-25 23:31:58,16.9167,100.5,68.11,89,84,2.84
509,Zaraza,VE,2021-11-25 23:31:58,9.3503,-65.3245,78.28,79,95,7.23
510,Saint-Joseph,RE,2021-11-25 23:31:59,-21.3667,55.6167,77.38,82,27,2.44
511,Makokou,GA,2021-11-25 23:31:59,0.5738,12.8642,70.03,96,92,1.68
512,Turayf,SA,2021-11-25 23:32:00,31.6725,38.6637,50.25,81,0,8.05
513,Manggar,ID,2021-11-25 23:33:00,-2.8833,108.2667,80.26,80,98,3.65
514,Castanos,MX,2021-11-25 23:33:01,26.7833,-101.4167,54.34,38,90,0.0
515,Semnan,IR,2021-11-25 23:33:01,35.5729,53.3971,48.52,53,98,4.07
516,Southbridge,US,2021-11-25 23:33:02,42.0751,-72.0334,44.98,60,84,1.01
517,Virginia Beach,US,2021-11-25 23:33:03,36.8529,-75.978,55.02,48,1,9.22
518,Griffith,US,2021-11-25 23:33:03,41.5284,-87.4237,34.39,80,90,4.0
519,San Patricio,US,2021-11-25 23:33:04,28.017,-97.5169,57.06,64,100,15.57
520,Camenca,MD,2021-11-25 23:33:04,48.0319,28.6978,35.1,80,3,13.91
521,Panama City,PA,2021-11-25 23:33:05,8.9936,-79.5197,79.05,88,40,6.91
522,Ust-Maya,RU,2021-11-25 23:33:05,60.4167,134.5333,-24.03,99,21,1.05
523,Miraflores,MX,2021-11-25 23:33:06,19.2167,-98.8083,70.56,68,82,3.33
524,Verkhnevilyuysk,RU,2021-11-25 23:33:06,63.4453,120.3167,-7.11,100,98,2.95
525,Waterloo,CA,2021-11-25 23:33:02,43.4668,-80.5164,42.31,100,90,8.05
526,Zapolyarnyy,RU,2021-11-25 23:33:07,69.4154,30.8136,-2.92,98,100,3.56
527,Coahuayana,MX,2021-11-25 23:33:07,18.7333,-103.6833,87.28,76,4,3.36
528,Quelimane,MZ,2021-11-25 23:30:58,-17.8786,36.8883,74.01,82,100,7.99
529,Maldonado,UY,2021-11-25 23:33:08,-34.6667,-54.9167,67.39,79,100,7.38
530,Atkarsk,RU,2021-11-25 23:33:09,51.8718,45.0078,34.21,92,88,9.37
531,Richards Bay,ZA,2021-11-25 23:33:09,-28.783,32.0377,65.55,73,100,4.47
532,Ca Mau,VN,2021-11-25 23:33:10,9.1769,105.15,75.04,92,96,4.85
533,Waingapu,ID,2021-11-25 23:33:10,-9.6567,120.2641,83.55,70,95,0.94
534,Talas,TR,2021-11-25 23:33:11,38.6908,35.5538,39.87,93,75,0.0
535,Gabu,GW,2021-11-25 23:33:11,12.2833,-14.2167,75.58,38,100,4.56
536,Arawa,PG,2021-11-25 23:33:12,-6.2132,155.5367,88.11,60,35,3.87
537,Dharur,IN,2021-11-25 23:33:12,18.8167,76.1167,66.54,70,25,4.05
538,Vuktyl,RU,2021-11-25 23:33:13,63.8567,57.3094,5.92,99,97,3.36
539,Dalbandin,PK,2021-11-25 23:33:13,28.8947,64.4101,54.0,36,0,7.47
540,Ketchikan,US,2021-11-25 23:33:14,55.3422,-131.6461,45.07,76,90,4.61
541,Grande Prairie,CA,2021-11-25 23:28:34,55.1667,-118.8027,39.38,70,40,4.61
542,Dolinsk,RU,2021-11-25 23:33:15,47.35,142.8,12.06,67,23,4.52
543,Saint-Denis,FR,2021-11-25 23:33:15,48.9167,2.3333,43.29,90,0,1.01
544,Kataysk,RU,2021-11-25 23:33:16,56.289,62.5841,9.5,93,44,6.71
545,Montmagny,FR,2021-11-25 23:33:16,48.9734,2.3469,43.16,90,0,6.91
546,Leshukonskoye,RU,2021-11-25 23:33:17,64.8989,45.7622,15.1,90,100,7.23
547,Nuuk,GL,2021-11-25 23:33:18,64.1835,-51.7216,29.01,93,75,2.3
